"product1","product2","combo_freq","profreq1","profreq2","support","cof1_2","conf2_1","lift"
"margarine","pip fruit",19,482,734,0.13,2.588555858310627,3.941908713692946,0.8035264056440580231889332359734695992985
"dessert","shopping bags",19,353,874,0.13,2.1739130434782608,5.382436260623229,0.9214188939524571988153209212748389309498
"med milk","sugar",19,1042,265,0.13,7.169811320754717,1.8234165067178503,1.0295078405099047545782616231986168243014
"rolls/buns","soft cheese",19,2001,150,0.13,12.666666666666668,0.9495252373813095,0.9471197734466100278535368620430747479595
"chicken","domestic eggs",19,512,555,0.13,3.423423423423423,3.7109375,1.0004152590090090086834589519130749204044
"salad dressing","shopping bags",18,403,874,0.12,2.059496567505721,4.466501240694789,0.7646200407697418088770723390637851940793
"chicken","margarine",18,512,482,0.12,3.7344398340248963,3.515625,1.0913025155601659723858787239621024278841
"margarine","salad dressing",18,482,403,0.12,4.466501240694789,3.7344398340248963,1.3864687046322704168013992859357216374681
"small milk","white wine",18,1317,175,0.12,10.285714285714285,1.366742596810934,1.1685258704848682043485776401933400107424
"canned beer","domestic eggs",18,702,555,0.12,3.2432432432432434,2.564102564102564,0.6912450912450912433945404493641961881028
"dessert","med milk",18,353,1042,0.12,1.727447216890595,5.099150141643059,0.7321831518163479452478081027823472850947
"brown bread","curd",18,563,503,0.12,3.5785288270377733,3.197158081705151,0.9510115152777826801777329351196834962913
"candy","med milk",18,215,1042,0.12,1.727447216890595,8.372093023255815,1.2021425701914922077505203903205863374311
"frozen meals","root vegetables",18,251,1408,0.12,1.278409090909091,7.171314741035857,0.7620540565012676549640540183523944373333
"herbs","margarine",18,550,482,0.12,3.7344398340248963,3.272727272727273,1.0159034326669181415816043232208766301161
"baking powder","sausage",18,121,1362,0.12,1.3215859030837005,14.87603305785124,1.6341791968544071034830060586528136412950
"onions","tropical fruit",18,303,1014,0.12,1.7751479289940828,5.9405940594059405,0.8765598453336457884215448141485299840013
"newspapers","pork",18,582,651,0.12,2.7649769585253456,3.0927835051546393,0.7108176160387666855589681720218147462999
"ice cream","italian sausage",18,227,946,0.12,1.9027484143763214,7.929515418502203,1.2541375231673356832222655205270993635940
"cereals","citrus fruit",18,438,796,0.12,2.261306532663317,4.10958904109589,0.7724581813175466356023212554528033128074
"brown bread","domestic eggs",18,563,555,0.12,3.2432432432432434,3.197158081705151,0.8619077336661706090920297163705262356938
"bottled beer","margarine",18,773,482,0.12,3.7344398340248963,2.3285899094437257,0.7228290918069922094907442139489074339667
"curd","salad dressing",18,503,403,0.12,4.466501240694789,3.5785288270377733,1.3285843253136269204765962451311760524814
"specialty chocolate","yogurt",18,239,1647,0.12,1.092896174863388,7.531380753138076,0.6841804421885360207112894499986929001927
"cereals","domestic eggs",18,438,555,0.12,3.2432432432432434,4.10958904109589,1.1078859681599407600355092872588878635129
"oil","sausage",18,223,1362,0.12,1.3215859030837005,8.071748878923767,0.8867070978447679793366095696976174138665
"cream cheese ","italian sausage",18,354,946,0.12,1.9027484143763214,5.084745762711865,0.8042068298276418085048575229594259533662
"citrus fruit","newspapers",18,796,582,0.12,3.0927835051546393,2.261306532663317,0.5813345075894938596624027432410928051028
"chicken","newspapers",18,512,582,0.12,3.0927835051546393,3.515625,0.9037934922680412348297527094597170653734
"pasta","sausage",18,121,1362,0.12,1.3215859030837005,14.87603305785124,1.6341791968544071034830060586528136412950
"beef","pastry",18,508,774,0.12,2.3255813953488373,3.543307086614173,0.6849478117560886268483948640972818271368
"hygiene articles","sausage",18,205,1362,0.12,1.3215859030837005,8.780487804878048,0.9645643064360158999533328282597448235472
"large milk","salad dressing",18,769,403,0.12,4.466501240694789,2.340702210663199,0.8690219969216571403056402690663025581730
"hamburger meat","sausage",18,327,1362,0.12,1.3215859030837005,5.5045871559633035,0.6046962777351170014620052466550814715863
"ice cream","small milk",18,227,1317,0.12,1.366742596810934,7.929515418502203,0.9008459353958235051580968074263570452982
"bottled water","fruit/vegetable juice",18,908,509,0.12,3.536345776031434,1.9823788546255507,0.5827181222575145169777186168622765263462
"canned beer","margarine",18,702,482,0.12,3.7344398340248963,2.564102564102564,0.7959357378444515354617279283737355776954
"bottled beer","salad dressing",18,773,403,0.12,4.466501240694789,2.3285899094437257,0.8645251172480651242153951002690392538597
"other vegetables","white wine",18,2254,175,0.12,10.285714285714285,0.7985803016858917,0.6827633413613892747039449497105074701466
"sausage","white wine",18,1362,175,0.12,10.285714285714285,1.3215859030837005,1.1299181875393329112796556076159742551956
"bottled beer","cereals",18,773,438,0.12,4.10958904109589,2.3285899094437257,0.7954420599337220206262389240286315341237
"canned beer","curd",18,702,503,0.12,3.5785288270377733,2.564102564102564,0.7627058163837487875761325248358171377335
"small milk","waffles",18,1317,277,0.12,6.4981949458483745,1.366742596810934,0.7382383658297903818838620450267353202350
"pork","whipped/sour cream",18,651,654,0.12,2.7522935779816518,2.7649769585253456,0.6325624656491776926817400471234543814211
"fruit/vegetable juice","herbs",18,509,550,0.12,3.272727272727273,3.536345776031434,0.9620146454724057843496499405424788019741
"coffee","large milk",18,474,769,0.12,2.340702210663199,3.79746835443038,0.7388520353574426739843051332442337340301
"misc. beverages","sausage",18,236,1362,0.12,1.3215859030837005,7.627118644067797,0.8378630627939968621594984637895347385513
"beef","pork",17,508,651,0.11,2.61136712749616,3.346456692913386,0.7691195858582193386155034039550194529519
"beef","butter",17,508,527,0.11,3.225806451612903,3.346456692913386,0.9500889001778003593506077820789417668096
"ham","tropical fruit",17,256,1014,0.11,1.6765285996055226,6.640625,0.9798523791913215029362356385119563324099
"coffee","sauces",17,474,442,0.11,3.8461538461538463,3.5864978902953584,1.2140538786108406410171662311646549583093
"citrus fruit","curd",17,796,503,0.11,3.3797216699801194,2.135678391959799,0.6352687892744038309191399020290797664808
"small milk","sugar",17,1317,265,0.11,6.415094339622642,1.29081245254366,0.7287975816965373016235598413461687979131
"cat food","med milk",17,177,1042,0.11,1.6314779270633395,9.6045197740113,1.3791058047865361101309071387438538610670
"beef","domestic eggs",17,508,555,0.11,3.063063063063063,3.346456692913386,0.9021564871958572780773828891276806978622
"berries","pip fruit",17,326,734,0.11,2.316076294277929,5.214723926380368,1.0629795556744287163052180922286607027103
"canned beer","sauces",17,702,442,0.11,3.8461538461538463,2.4216524216524213,0.8197457812842428260478743712083491127408
"meat","soda",17,252,1824,0.11,0.9320175438596491,6.746031746031746,0.5533669242550821520275411780858657713532
"margarine","whipped/sour cream",17,482,654,0.11,2.599388379204893,3.5269709543568464,0.8068889819432283965059238170398255923591
"pasta","yogurt",17,121,1647,0.11,1.0321797207043109,14.049586776859504,1.2763200810890825850225977292287759169880
"root vegetables","sugar",17,1408,265,0.11,6.415094339622642,1.2073863636363635,0.6816948970840480300104574689988978932807
"soda","soft cheese",17,1824,150,0.11,11.333333333333332,0.9320175438596491,0.9296564327485380151413259497217092428763
"semi-finished bread","yogurt",17,142,1647,0.11,1.0321797207043109,11.971830985915492,1.0875685198012605119551553500261890434224
"hygiene articles","root vegetables",17,205,1408,0.11,1.2073863636363635,8.292682926829269,0.8812153547671840391944630204913300889309
"root vegetables","white wine",17,1408,175,0.11,9.714285714285714,1.2073863636363635,1.0322808441558441601131236582047720953852
"tropical fruit","waffles",17,1014,277,0.11,6.137184115523466,1.6765285996055226,0.9055675417797050715521700109721742750453
"citrus fruit","margarine",17,796,482,0.11,3.5269709543568464,2.135678391959799,0.6629464751141600143232716348269577959033
"italian sausage","sugar",17,946,265,0.11,6.415094339622642,1.7970401691331923,1.0146156607762575330513573173601910217329
"dessert","italian sausage",17,353,946,0.11,1.7970401691331923,4.815864022662889,0.7616803119141876664830050521331683355574
"ice cream","root vegetables",17,227,1408,0.11,1.2073863636363635,7.488986784140969,0.7958112234681617970933494481472699900287
"berries","italian sausage",17,326,946,0.11,1.7970401691331923,5.214723926380368,0.8247642641279394057455377441461153560688
"beef","tropical fruit",17,508,1014,0.11,1.6765285996055226,3.346456692913386,0.4937838761279100487305894602614009059629
"chocolate","shopping bags",17,353,874,0.11,1.9450800915331807,4.815864022662889,0.8244274314311459181665177611918913841912
"butter","pip fruit",17,527,734,0.11,2.316076294277929,3.225806451612903,0.6575547156543904394188737146543209919792
"citrus fruit","white bread",17,796,359,0.11,4.735376044568245,2.135678391959799,0.8900841253621869830759409142237730081760
"delete","yogurt",17,110,1647,0.11,1.0321797207043109,15.454545454545453,1.4039520891979908433512547653038821119432
"newspapers","salad dressing",17,582,403,0.11,4.218362282878412,2.9209621993127146,1.0844525167770927708163420525358369655686
"chicken","coffee",17,512,474,0.11,3.5864978902953584,3.3203125,1.0480699498945147720144604538016297283409
"chicken","fruit/vegetable juice",17,512,509,0.11,3.3398821218074657,3.3203125,0.9760022716110019683930381275742563824639
"butter","whipped/sour cream",17,527,654,0.11,2.599388379204893,3.225806451612903,0.7379895432573739793965289171173542660051
"canned beer","chicken",17,702,512,0.11,3.3203125,2.4216524216524213,0.7076711627492877520974102098061809467418
"large milk","sugar",17,769,265,0.11,6.415094339622642,2.2106631989596877,1.2481487842579188896682068432407668011016
"bottled beer","coffee",17,773,474,0.11,3.5864978902953584,2.1992238033635187,0.6941938089857588141568135245879827282622
"italian sausage","onions",16,946,303,0.11,5.2805280528052805,1.6913319238900635,0.8351718892819514523192794540492321797072
"curd","herbs",16,503,550,0.11,2.909090909090909,3.180914512922465,0.8653244171335622643724763134944828834155
"hard cheese","italian sausage",16,220,946,0.11,1.6913319238900635,7.2727272727272725,1.1502594656928695007406012709369574154267
"dishes","soda",16,135,1824,0.11,0.8771929824561403,11.851851851851853,0.9721897335932423665283920430724490087798
"canned beer","chocolate",16,702,353,0.11,4.53257790368272,2.2792022792022792,0.9660460198703824781663239967640263957989
"butter milk","med milk",16,263,1042,0.11,1.5355086372360844,6.083650190114068,0.8735467768184903280565438605977308778006
"brown bread","salad dressing",16,563,403,0.11,3.970223325062035,2.841918294849023,1.0551062413779425203431760597473787049275
"beverages","bottled water",16,248,908,0.11,1.762114537444934,6.451612903225806,1.0630950689214153778132017795400422005198
"large milk","long life bakery product",16,769,268,0.11,5.970149253731343,2.080624187256177,1.1615783242435417210701401459478225660744
"bottled water","UHT-milk",16,908,320,0.11,5,1.762114537444934,0.8238986784140969178549377179597896331655
"brown bread","cereals",16,563,438,0.11,3.65296803652968,2.841918294849023,0.9707940988020795334894632323968770493177
"cereals","whipped/sour cream",16,438,654,0.11,2.4464831804281344,3.65296803652968,0.8357141859718207603047407170071233663512
"butter milk","small milk",16,263,1317,0.11,1.2148823082763858,6.083650190114068,0.6911433116513795913666343389933218043879
"hamburger meat","large milk",16,327,769,0.11,2.080624187256177,4.892966360856269,0.9519969140589271600329421106740709718508
"bottled water","dessert",16,908,353,0.11,4.53257790368272,1.762114537444934,0.7468769889306261009618900715414022633009
"shopping bags","UHT-milk",16,874,320,0.11,5,1.8306636155606408,0.8559496567505720839828375231713000540599
"bottled beer","UHT-milk",16,773,320,0.11,5,2.069857697283312,0.9677878395860284624425596202443730767645
"pork","salad dressing",16,651,403,0.11,3.970223325062035,2.457757296466974,0.9124805128967459891474975578126725262231
"domestic eggs","salad dressing",16,555,403,0.11,3.970223325062035,2.8828828828828827,1.0703149799923993492064237792786493573496
"napkins","pork",16,331,651,0.11,2.457757296466974,4.833836858006042,1.1109656999921106755774318267523621354099
"brown bread","whipped/sour cream",16,563,654,0.11,2.4464831804281344,2.841918294849023,0.6501648551610257425062556822072751005735
"condensed milk","other vegetables",16,98,2254,0.11,0.709849157054126,16.3265306122449,1.0837513354942686949075569752910041080552
"root vegetables","semi-finished bread",16,1408,142,0.11,11.267605633802818,1.1363636363636365,1.1973431498079385422390581879607364237480
"coffee","pip fruit",16,474,734,0.11,2.17983651226158,3.375527426160337,0.6880741328366617240962854569953725135592
"candy","sausage",16,215,1362,0.11,1.1747430249632893,7.441860465116279,0.8175118669535225228939848445448584308176
"bottled water","frozen vegetables",16,908,419,0.11,3.8186157517899764,1.762114537444934,0.6292304942542028966939305204749680324119
"berries","bottled beer",16,326,773,0.11,2.069857697283312,4.9079754601226995,0.9499757934586782450916909079854573837910
"chocolate","citrus fruit",16,353,796,0.11,2.0100502512562812,4.53257790368272,0.8519652084786538941191977939240605048889
"long life bakery product","tropical fruit",16,268,1014,0.11,1.5779092702169626,5.970149253731343,0.8809208395890370647236397138399737580877
"pot plants","yogurt",16,117,1647,0.11,0.9714632665452339,13.675213675213676,1.2423105464999818397937265766009124283215
"cereals","chicken",16,438,512,0.11,3.125,3.65296803652968,1.0674942922374429243355756468003462449520
"berries","pastry",16,326,774,0.11,2.0671834625323,4.9079754601226995,0.9487484345524008829697657256364898168388
"hygiene articles","small milk",16,205,1317,0.11,1.2148823082763858,7.804878048780488,0.8866862973868918661374514107629713672590
"curd","margarine",16,503,482,0.11,3.319502074688797,3.180914512922465,0.9874033805465959447631786989889243690155
"beef","fruit/vegetable juice",16,508,509,0.11,3.143418467583497,3.149606299212598,0.9258233683461473028709932704330112746840
"shopping bags","white wine",16,874,175,0.11,9.142857142857142,1.8306636155606408,1.5651650866296175250808243281780641610382
"hard cheese","pip fruit",16,220,734,0.11,2.17983651226158,7.2727272727272725,1.4824869952935348060038424303211150222537
"long life bakery product","pork",16,268,651,0.11,2.457757296466974,5.970149253731343,1.3721255473783157967372230735514156662952
"frozen vegetables","tropical fruit",16,419,1014,0.11,1.5779092702169626,3.8186157517899764,0.5634529475175702467616239207421642169294
"dishes","rolls/buns",16,135,2001,0.11,0.7996001999000499,11.851851851851853,0.8861939400670035364801381724432194305548
"detergent","soda",16,129,1824,0.11,0.8771929824561403,12.4031007751938,1.0174078607371141051620320008186568539427
"shopping bags","white bread",16,874,359,0.11,4.456824512534819,1.8306636155606408,0.7629634823403428045888476067151045148239
"berries","bottled water",16,326,908,0.11,1.762114537444934,4.9079754601226995,0.8087348990567822504417282002421138663461
"hamburger meat","med milk",16,327,1042,0.11,1.5355086372360844,4.892966360856269,0.7025773770741986431218783710348220967316
"flour","tropical fruit",16,146,1014,0.11,1.5779092702169626,10.95890410958904,1.6170327740401502281742190460891007264597
"hard cheese","small milk",16,220,1317,0.11,1.2148823082763858,7.2727272727272725,0.8262304134741492389282173277595098403682
"liquor","other vegetables",16,103,2254,0.11,0.709849157054126,15.53398058252427,1.0311420473634789519472195413756731113559
"domestic eggs","fruit/vegetable juice",16,555,509,0.11,3.143418467583497,2.8828828828828827,0.8474203083240411348104114287743879947120
"onions","whipped/sour cream",16,303,654,0.11,2.4464831804281344,5.2805280528052805,1.2080620906127309997135220652239229450665
"pork","UHT-milk",16,651,320,0.11,5,2.457757296466974,1.1491551459293394799919683820354364434383
"salty snack","shopping bags",16,281,874,0.11,1.8306636155606408,5.6939501779359425,0.9747469400718258608866384207954922822488
"margarine","sauces",16,482,442,0.11,3.619909502262444,3.319502074688797,1.1236739828392257018489046528869245408919
"dishes","other vegetables",16,135,2254,0.11,0.709849157054126,11.851851851851853,0.7867231916921357926285272317019361198529
"bottled beer","chocolate",16,773,353,0.11,4.53257790368272,2.069857697283312,0.8773147554320937900698492596227056481064
"fish","rolls/buns",16,139,2001,0.11,0.7996001999000499,11.510791366906476,0.8606919561801832907917204657798709833352
"grapes","yogurt",16,216,1647,0.11,0.9714632665452339,7.4074074074074066,0.6729182126874901631140356317888464988347
"italian sausage","salty snack",16,946,281,0.11,5.6939501779359425,1.6913319238900635,0.9005590122862323492950461339990286216795
"chicken","onions",16,512,303,0.11,5.2805280528052805,3.125,1.5431105610561056129732378291926887608790
"dessert","tropical fruit",16,353,1014,0.11,1.5779092702169626,4.53257790368272,0.6688010906794955618293849495869001775786
"whipped/sour cream","white bread",15,654,359,0.10,4.178272980501393,2.293577981651376,0.9558917482303033392966481982819794109891
"butter milk","tropical fruit",15,263,1014,0.10,1.4792899408284024,5.7034220532319395,0.8415641100636713383970114750844960933971
"curd","dessert",15,503,353,0.10,4.2492917847025495,2.982107355864811,1.2639742282846828367553942625670495586227
"butter","canned beer",15,527,702,0.10,2.1367521367521367,2.846299810246679,0.6066429880471626197914226821973089910066
"beef","cereals",15,508,438,0.10,3.4246575342465753,2.952755905511811,1.0086560241613633905716584417560841126222
"domestic eggs","herbs",15,555,550,0.10,2.727272727272727,2.7027027027027026,0.7352334152334152328009309031023429058646
"chocolate","large milk",15,353,769,0.10,1.950585175552666,4.2492917847025495,0.8267607761081865627937112521559779373089
"brown bread","white bread",15,563,359,0.10,4.178272980501393,2.664298401420959,1.1103964535392866501453836543414798217948
"other vegetables","spread cheese",15,2254,100,0.10,15,0.6654835847382431,0.9956965394853593601728971856874380478988
"shopping bags","waffles",15,874,277,0.10,5.415162454873646,1.7162471395881007,0.9270212888995365508822809918565605802579
"brown bread","butter",15,563,527,0.10,2.846299810246679,2.664298401420959,0.7564180774584514371982044359261790601600
"frozen vegetables","herbs",15,419,550,0.10,2.727272727272727,3.579952267303103,0.9738771967888912990023076641176872383429
"fish","other vegetables",15,139,2254,0.10,0.6654835847382431,10.79136690647482,0.7163284456729204028941361862080739258923
"med milk","pickled vegetables",15,1042,134,0.10,11.194029850746269,1.4395393474088292,1.6073423668605150816183214630466118803164
"canned beer","coffee",15,702,474,0.10,3.1645569620253164,2.1367521367521367,0.6744743770060225751430895335493774910570
"bottled water","onions",15,908,303,0.10,4.9504950495049505,1.6519823788546255,0.8157412657565315995858752134266052744765
"med milk","semi-finished bread",15,1042,142,0.10,10.56338028169014,1.4395393474088292,1.5167878673190776120882530261701491599454
"canned fish","rolls/buns",15,115,2001,0.10,0.7496251874062968,13.043478260869565,0.9752949612150446507226384414207080673498
"tropical fruit","white bread",15,1014,359,0.10,4.178272980501393,1.4792899408284024,0.6165218967875920946552308420776861513608
"semi-finished bread","soda",15,142,1824,0.10,0.8223684210526315,10.56338028169014,0.8664983320978502586685239661635736546442
"brown bread","chicken",15,563,512,0.10,2.9296875,2.664298401420959,0.7785787633214920066309648641772104857465
"salad dressing","whipped/sour cream",15,403,654,0.10,2.293577981651376,3.722084367245657,0.8515263960662007416092747409473577743540
"domestic eggs","white bread",15,555,359,0.10,4.178272980501393,2.7027027027027026,1.1264021681848979889741996827453736478727
"berries","salad dressing",15,326,403,0.10,3.722084367245657,4.601226993865031,1.7082768804518260274585849362579526323294
"bottled beer","white bread",15,773,359,0.10,4.178272980501393,1.9404915912031047,0.8087363562000237826741714736644157004515
"italian sausage","specialty chocolate",15,946,239,0.10,6.2761506276150625,1.5856236786469344,0.9926402292851645771330494994479223030237
"bottled beer","hard cheese",15,773,220,0.10,6.8181818181818175,1.9404915912031047,1.3197106903445842639005890075061054816844
"other vegetables","processed cheese",15,2254,152,0.10,9.868421052631579,0.6654835847382431,0.6550635128193153688443079467565543961141
"chewing gum","root vegetables",15,180,1408,0.10,1.065340909090909,8.333333333333332,0.8855350378787878780619784915995298631134
"citrus fruit","cream cheese ",15,796,354,0.10,4.23728813559322,1.8844221105527637,0.7964611191550975211019732954282503352658
"chocolate","salad dressing",15,353,403,0.10,3.722084367245657,4.2492917847025495,1.5776154759980036400625663978171804949154
"oil","pork",15,223,651,0.10,2.3041474654377883,6.726457399103139,1.5459486268107705964734583045349766373854
"salty snack","small milk",15,281,1317,0.10,1.1389521640091116,5.338078291814947,0.6064413622030009967849651094250316136563
"hamburger meat","pastry",15,327,774,0.10,1.937984496124031,4.587155963302752,0.8867316217433563279285876396832897483757
"sausage","semi-finished bread",15,1362,142,0.10,10.56338028169014,1.1013215859030838,1.1604206738226717120587022573436379268102
"canned beer","salty snack",15,702,281,0.10,5.338078291814947,2.1367521367521367,1.1377254615688779384382279098581390840203
"frozen meals","small milk",15,251,1317,0.10,1.1389521640091116,5.9760956175298805,0.6789243935420050999460289987095147773296
"napkins","shopping bags",15,331,874,0.10,1.7162471395881007,4.531722054380665,0.7757851873872254518657810542498056403413
"chicken","frozen vegetables",15,512,419,0.10,3.579952267303103,2.9296875,1.0461571449880668250845715181060837427717
"shopping bags","sliced cheese",15,874,210,0.10,7.142857142857142,1.7162471395881007,1.2227852239293886882459341813607030923627
"sausage","specialty chocolate",15,1362,239,0.10,6.2761506276150625,1.1013215859030838,0.6894549610159806827914657963816327190502
"sugar","tropical fruit",15,265,1014,0.10,1.4792899408284024,5.660377358490567,0.8352126828179077808786538882111455671583
"candy","citrus fruit",15,215,796,0.10,1.8844221105527637,6.976744186046512,1.3113824938646721970945097642452910728482
"cat food","tropical fruit",15,177,1014,0.10,1.4792899408284024,8.47457627118644,1.2504596663657941351220618797175086820020
"bottled beer","oil",15,773,223,0.10,6.726457399103139,1.9404915912031047,1.3019567348690965825294236152165028366741
"ice cream","sausage",15,227,1362,0.10,1.1013215859030838,6.607929515418502,0.7259019193075743748734526887315980120168
"fruit/vegetable juice","pork",15,509,651,0.10,2.3041474654377883,2.9469548133595285,0.6773016577186676681254186681705766158717
"fruit/vegetable juice","margarine",15,509,482,0.10,3.112033195020747,2.9469548133595285,0.9147787949685739665277815568811854018914
"processed cheese","sausage",15,152,1362,0.10,1.1013215859030838,9.868421052631579,1.0840772084396012051072485037515831432315
"beef","canned beer",15,508,702,0.10,2.1367521367521367,2.952755905511811,0.6293323911434147650152696919244984178774
"salty snack","tropical fruit",15,281,1014,0.10,1.4792899408284024,5.338078291814947,0.7876560887784539574061387401369479832411
"pastry","sliced cheese",14,774,210,0.09,6.666666666666667,1.8087855297157622,1.2887166236003445260395693380504389456933
"brown bread","chocolate",14,563,353,0.09,3.9660056657223794,2.4866785079928952,1.0539853778070735952240019490312035914323
"roll products ","soda",14,82,1824,0.09,0.7675438596491228,17.073170731707318,1.4004867351305091936364102050075948925285
"grapes","italian sausage",14,216,946,0.09,1.4799154334038054,6.481481481481481,1.0251154960457286005450545568021401248865
"beef","coffee",14,508,474,0.09,2.9535864978902953,2.7559055118110236,0.8699126216817834447926803571509366667957
"butter milk","citrus fruit",14,263,796,0.09,1.7587939698492463,5.323193916349809,1.0005732082465559703733147092445206537915
"seasonal products","soda",14,106,1824,0.09,0.7675438596491228,13.20754716981132,1.0833953988745448492128457879709763082250
"frozen meals","herbs",14,251,550,0.09,2.5454545454545454,5.577689243027888,1.5173342991669684844686074919204352122255
"frozen meals","med milk",14,251,1042,0.09,1.3435700575815739,5.577689243027888,0.8008962231687453613051412245381319754941
"grapes","small milk",14,216,1317,0.09,1.0630220197418374,6.481481481481481,0.7363396046008042946749980699388966504968
"bottled beer","waffles",14,773,277,0.09,5.054151624548736,1.8111254851228977,0.9782692963324475381877022222509789125654
"beverages","italian sausage",14,248,946,0.09,1.4799154334038054,5.64516129032258,0.8928425288140216841062892749904770184248
"herbs","white bread",14,550,359,0.09,3.8997214484679668,2.5454545454545454,1.0608660420359584666807318123332555929450
"frozen meals","italian sausage",14,251,946,0.09,1.4799154334038054,5.577689243027888,0.8821711041668421421775592616807411221384
"frozen meals","sauces",14,251,442,0.09,3.167420814479638,5.577689243027888,1.8880856663842368021172071726507688081763
"ham","sausage",14,256,1362,0.09,1.0279001468428781,5.46875,0.6007594530102789993221345561920570516638
"newspapers","white bread",14,582,359,0.09,3.8997214484679668,2.405498281786942,1.0025366376628473481403357408046543300816
"pastry","UHT-milk",14,774,320,0.09,4.375,1.8087855297157622,0.8457202842377260952887868238858675690489
"newspapers","sauces",14,582,442,0.09,3.167420814479638,2.405498281786942,0.8142774952962945656447050107758031210029
"hard cheese","med milk",14,220,1042,0.09,1.3435700575815739,6.363636363636363,0.9137497818879776623104016931734491645521
"citrus fruit","waffles",14,796,277,0.09,5.054151624548736,1.7587939698492463,0.9500027211871632500168260440916426477738
"flour","soda",14,146,1824,0.09,0.7675438596491228,9.58904109589041,0.7865747416486421503420972152309188087936
"frozen vegetables","large milk",14,419,769,0.09,1.8205461638491547,3.341288782816229,0.6500957447138676185915333760613965276069
"italian sausage","oil",14,946,223,0.09,6.278026905829597,1.4799154334038054,0.9929369827169389129680076827843965377438
"canned beer","onions",14,702,303,0.09,4.62046204620462,1.9943019943019942,0.9847771101896514401114191414792151016702
"italian sausage","specialty bar",14,946,209,0.09,6.698564593301436,1.4799154334038054,1.0594495078750113765239915788367910684497
"bottled water","cream cheese ",14,908,354,0.09,3.954802259887006,1.5418502202643172,0.6516712710619975586835539196434788039825
"flour","other vegetables",14,146,2254,0.09,0.6211180124223602,9.58904109589041,0.6365183357440653426148407082149971228437
"large milk","napkins",14,769,331,0.09,4.229607250755287,1.8205461638491547,0.8229308671755605202492097313963439961376
"cereals","curd",14,438,503,0.09,2.783300198807157,3.1963470319634704,0.9507702642591936930365981968884724835204
"domestic eggs","sauces",14,555,442,0.09,3.167420814479638,2.5225225225225225,0.8538909950674656526338807937540105962247
"butter milk","italian sausage",14,263,946,0.09,1.4799154334038054,5.323193916349809,0.8419199511250090405589150104485895381494
"canned beer","dessert",14,702,353,0.09,3.9660056657223794,1.9943019943019942,0.8452902673865846638786645755120660299554
"brown bread","salty snack",14,563,281,0.09,4.98220640569395,2.4866785079928952,1.3240456881348646948953621943956592838140
"pip fruit","white bread",14,734,359,0.09,3.8997214484679668,1.9073569482288828,0.7949268707353912215989681080615918017016
"bottled beer","sugar",14,773,265,0.09,5.283018867924529,1.8111254851228977,1.0225682833361810111315166156372887338004
"rolls/buns","semi-finished bread",14,2001,142,0.09,9.859154929577464,0.6996501749125438,0.7371947828902450155476630617572521554413
"coffee","newspapers",14,474,582,0.09,2.405498281786942,2.9535864978902953,0.7593051749387388142821146468722969962251
"bottled water","napkins",14,908,331,0.09,4.229607250755287,1.5418502202643172,0.6969535648215925552217421602025303392538
"italian sausage","red/blush wine",14,946,157,0.09,8.9171974522293,1.4799154334038054,1.4103499818208750167317033770971040605341
"cereals","newspapers",14,438,582,0.09,2.405498281786942,3.1963470319634704,0.8217138194542515936554315988030351538644
"small milk","specialty bar",14,1317,209,0.09,6.698564593301436,1.0630220197418374,0.7610016966209269264708332118126705711089
"hygiene articles","med milk",14,205,1042,0.09,1.3435700575815739,6.829268292682928,0.9806095220261223692761918843179480105333
"brown bread","frozen vegetables",14,563,419,0.09,3.341288782816229,2.4866785079928952,0.8879638147157445804778230511532267227518
"sauces","specialty chocolate",14,442,239,0.09,5.857740585774058,3.167420814479638,1.9828849467047842568096927714661672754207
"cereals","cream cheese ",14,438,354,0.09,3.954802259887006,3.1963470319634704,1.3509532285942780441183704772592220940610
"bottled water","specialty bar",14,908,209,0.09,6.698564593301436,1.5418502202643172,1.1037877031385030420544177361498178443284
"butter","chicken",14,527,512,0.09,2.734375,2.6565464895635675,0.7763134487666034127566742017639996803926
"berries","large milk",14,326,769,0.09,1.8205461638491547,4.294478527607362,0.8355525062426703439164196550992568725628
"curd","domestic eggs",14,503,555,0.09,2.5225225225225225,2.783300198807157,0.7503376139559042116563803843714104358834
"bottled water","hard cheese",14,908,220,0.09,6.363636363636363,1.5418502202643172,1.0485983179815778900267644475894100544723
"brown bread","newspapers",14,563,582,0.09,2.405498281786942,2.4866785079928952,0.6392729181544621634783847650303610620764
"soda","white wine",14,1824,175,0.09,8,0.7675438596491228,0.6562280701754385942533207019412566500876
"napkins","newspapers",14,331,582,0.09,2.405498281786942,4.229607250755287,1.0873433622989794502607488067798119823545
"med milk","specialty chocolate",14,1042,239,0.09,5.857740585774058,1.3435700575815739,0.8411085858383057979378423091739955294273
"herbs","waffles",14,550,277,0.09,5.054151624548736,2.5454545454545454,1.3749130292090580853257156871879984596833
"citrus fruit","specialty bar",14,796,209,0.09,6.698564593301436,1.7587939698492463,1.2590945156404029676540611069670784498235
"baking powder","italian sausage",14,121,946,0.09,1.4799154334038054,11.570247933884298,1.8299582408750196507169054439147710541005
"brown bread","fruit/vegetable juice",14,563,509,0.09,2.75049115913556,2.4866785079928952,0.7309564604438054600227124743057437025687
"dessert","large milk",14,353,769,0.09,1.8205461638491547,3.9660056657223794,0.7716433910343074564083536607445683217262
